Name,Address,Rating,Enrollment,Grade span
Korean Of Sacramento School,"3641 S PORT DR STE 2, Sacramento",-,52,PK-12
Kzv Armenian School,"825 BROTHERHOOD WAY, San Francisco",-,138,PK-8
Kairos Public Vacaville Academy School,"129 Elm St., Vacaville",76,494,KG-08
Kaiser Elementary School,"25 S. Hill Ct., Oakland",61,265,KG-05
Kamala Elementary School,"634 W. Kamala St., Oxnard",7,"1,215",KG-08
Karl F. Clemens Elementary School,"523 BRd.way Ave., Wasco",9,599,KG-06
Kashia Elementary School,"31510 Skaggs Springs Rd., Stewarts Point",-,14,KG-08
Kastner Intermediate School,"7676 N. First St., Fresno",88,"1,041",07-08
Katella High School,"2200 E. Wagner Ave., Anaheim",44,"2,619",09-12
Katherine Edwards Middle School,"6812 S. Norwalk Blvd., Whittier",28,721,06-08
Katherine Elementary School,"5455 Katherine St., Simi Valley",54,364,KG-06
Katherine Finchy Elementary School,"777 E. Tachevah Dr., Palm Springs",57,671,KG-05
Katherine L. Albiani Middle School,"9140 Bradshaw Rd., Elk Grove",90,"1,442",07-08
Katherine R. Smith Elementary School,"2025 Clarice Dr., San Jose",7,615,KG-06
Kathryn Hughes Elementary School,"4949 Calle de Escuela, Santa Clara",52,452,KG-05
Kathy Binks Elementary School,"7358 Cypress Ave., Fontana",24,623,KG-05
Kavod Elementary Charter School,"3201 Marathon Dr., San Diego",84,113,KG-05
Kawana Springs Elementary School,"2121 Moraga Dr., Santa Rosa",21,405,KG-06
Kaweah High School,"21215 Ave. 300, Exeter",15,79,09-12
Kearny College Connections School,"1954 Komet Way, San Diego",80,401,09-12
Kearny Digital Media & Design School,"1954 Komet Way, San Diego",60,408,09-12
Kearny Eng Innov & Design School,"1954 Komet Way, San Diego",60,320,09-12
Kearny Sct School,"1954 Komet Way, San Diego",73,346,09-12
Keiller Leadership Academy School,"7270 Lisbon St., San Diego",21,556,KG-08
Keith B. Bright High (Juvenile Hall) School,"166 Grandview Dr., Bishop",-,1,06-12
Keith Mccarthy Academy School,"4305 Ed Way, Lake Elsinore",24,374,KG-12
Kelley Elementary School,"380 S. Meridian Ave., Rialto",11,667,KG-05
Kellogg (Karl H.) Elementary School,"229 E. Naples St., Chula Vista",28,315,KG-06
Kellogg Elementary School,"475 Cambridge Ave., Goleta",89,417,KG-06
Kellogg Polytechnic Elementary School,"610 Medina Ave., Pomona",38,400,KG-06
Kelly Elementary School,"4885 Kelly Dr., Carlsbad",95,403,KG-05
Kelly Elementary School,"2320 E. Alondra Blvd., Compton",34,836,KG-08
Kelseyville Community Day School,"3980 Gard St., Kelseyville",-,5,07-12
Kelseyville Elementary School,"5065 Konocti Rd., Kelseyville",9,497,KG-05
Kelseyville High School,"5480 Main St., Kelseyville",41,524,09-12
Kelso (William H.) Elementary School,"809 E. Kelso St., Inglewood",14,615,KG-06
Kempton Street Literacy Academy School,"740 Kempton St., Spring Valley",22,627,KG-03
Kendall Elementary School,"4951 State St., San Bernardino",36,423,KG-05
Kenilworth Junior High School,"800 Riesling Rd., Petaluma",75,884,07-08
Kenmore Elementary School,"3823 Kenmore Ave., Baldwin Park",55,539,KG-06
Kennedy (John F.) Elementary School,"17500 Belshire Ave., Artesia",65,478,KG-06
Kennedy Elementary School,"1701 E. Tulare Rd., Lindsay",17,484,KG-08
Kennedy Elementary School,"630 W. Ponce de Leon Dr., Stockton",17,500,KG-08
Kennedy Gardens Elementary School,"2300 Rockwood Ave., Calexico",6,587,KG-06
Kennedy Middle School,"900 N. Sixth St., El Centro",23,372,07-08
Kensington Elementary School,"90 Highland Blvd., Kensington",98,534,KG-06
Kenter Canyon Elementary Charter School,"645 N. Kenter Ave., Los Angeles",96,537,KG-05
Kentwood Elementary School,"8401 Emerson Ave., Los Angeles",52,366,KG-05
Kenwood Elementary School,"230 Randolph Ave., Kenwood",90,141,KG-06
Kepler Neighborhood School,"1537 Fulton St., Fresno",22,309,KG-08
Keppel Academy School,"9330 E. Ave. U, Littlerock",37,361,05-08
Kerman High School,"205 S. First St., Kerman",51,"1,395",09-12
Kerman Middle School,"601 S. First St., Kerman",42,739,07-08
Kerman-Floyd Elementary School,"14655 W. F St., Kerman",22,731,KG-06
Kermit King Elementary School,"700 Schhouse Cir., Paso Robles",64,507,KG-05
Kermit Koontz Education Complex School,"1320 N. Mariposa, Fresno",-,79,07-12
Kermit Mckenzie Junior High School,"4710 W. Main St., Guadalupe",10,411,06-08
Kern Avenue Elementary School,"356 W. Kern Ave., McFarland",13,"1,171",KG-05
Kern County Community School,"1300 17th St. City Centre, Bakersfield",2,970,KG-12
Kern County Juvenile Court School,"1300 17th St., Bakersfield",6,353,KG-12
Kern County Rop School,"15926 K St., Mojave",-,-1,09-12
Kern County Special Education School,"1300 17th St. City Centre, Bakersfield",0,482,KG-12
Kern High Roc School,"501 S. Mt. Vernon Ave., Bakersfield",-,-1,09-12
Kern Valley High School,"3340 Erskine Creek Rd., Lake Isabella",37,463,09-12
Kern Workforce 2000 Academy School,"5801 Sundale Ave., Bakersfield",7,422,09-12
Kernville Elementary School,"13550 Sierra Way, Kernville",44,124,KG-05
Kester Avenue Elementary School,"5353 Kester Ave., Los Angeles",89,977,KG-05
Kettering Elementary School,"550 Silvera Ave., Long Beach",84,335,KG-05
Kettleman City Elementary School,"701 General Petroleum St., Kettleman City",18,288,KG-08
Key (Francis Scott) Elementary School,"1530 43rd Ave., San Francisco",88,531,KG-05
Keyes Elementary School,"4400 Maud Ave., Keyes",41,523,KG-05
Keyes To Learning Charter School,"5709 Ninth St., Keyes",69,336,KG-12
Kid Street Learning Center Charter School,"709 Davis St., Santa Rosa",22,94,KG-08
Killian Elementary School,"19100 E. Killian St., Rowland Heights",75,631,KG-06
Killybrooke Elementary School,"3155 Killybrooke Ln., Costa Mesa",76,419,KG-06
Kilpatrick Vernon Camp School,"427 S. Encinal Canyon Rd., Malibu",-,-1,07-12
Kimball School,"302 W. 18th St., National City",37,395,KG-06
Kimball Elementary School,"1310 August Way, Antioch",19,529,KG-05
Kimbark Elementary School,"18021 W. Kenwood Ave., San Bernardino",55,350,KG-06
Kimberly Elementary School,"301 W. S. Ave., Redlands",88,589,KG-05
Kimbrough Elementary School,"321 Hoitt St., San Diego",20,413,KG-05
Kinetic Academy School,"721 Utica Ave., Huntington Beach",52,-,KG-08
King (Martin Luther) High (Continuation) School,"635 B St., Davis",12,50,09-12
King (Thomas Starr) Elementary School,"1215 Carolina St., San Francisco",65,329,KG-05
King Avenue Elementary School,"630 King Ave., Yuba City",18,402,KG-05
King City Arts Magnet School,"415 Pearl St., King City",14,410,KG-05
King City High School,"720 BRd.way St., King City",47,"1,018",09-12
King Elementary School,"1001 E. Florence Ave., Fresno",8,594,KG-06
King Elementary School,"145 E. Artesia Blvd., Long Beach",32,753,KG-05
King Elementary School,"2640 E. Lafayette St., Stockton",19,976,KG-08
King Junior (Martin Luther) Academic Middle School,"350 Girard St., San Francisco",37,509,06-08
King-Chavez Academy Of Excellence School,"2850 Logan Ave., San Diego",13,329,KG-08
King-Chavez Arts Academy School,"415 31st St., San Diego",23,198,03-05
King-Chavez Athletics Academy School,"415 31st St., San Diego",18,199,03-05
King-Chavez Community High School,"201 A St., San Diego",14,571,09-12
King-Chavez Preparatory Academy School,"500 30th St., San Diego",8,370,06-08
King-Chavez Primary Academy School,"415 31st St., San Diego",-,419,KG-02
King/Drew Medical Magnet High School,"1601 E. 120th St., Los Angeles",73,"1,570",09-12
Kings Beach Elementary School,"8125 Steelhead, Kings Beach",54,364,KG-04
Kings Canyon Continuation School,"10026 S. Crawford Ave., Dinuba",18,135,09-12
Kings Canyon Middle School,"5117 E. Tulare St., Fresno",19,888,07-08
Kings Canyon Unified District Wide Pre School,"1801 Tenth St., Reedley",-,-,PK
Kings County Community School,"146 Highland St., Hanford",6,69,07-12
Kings County Rop School,"1144 W. Lacey Blvd., Hanford",-,-1,10-12
Kings County Selpa Pre School,"11835 11th Ave., Hanford",-,-,PK
Kings County Special Education School,"959 Katie Hammond Ln., Hanford",-,272,KG-12
Kings Lake Education Center School,"1128 S. Dairy Ave., Corcoran",-,25,10-12
Kings Mountain Elementary School,"498 Kelly Ave., Half Moon Bay",91,65,KG-05
Kings River Elementary School,"3961 Ave. 400, Kingsburg",27,449,KG-08
Kings River High (Continuation) School,"1801 Seventh St., Sanger",5,82,07-12
Kings River-Hardwick Elementary School,"10300 Excelsior Ave., Hanford",81,790,KG-08
Kings Valley Academy School,"9895 Seventh Ave., Hanford",5,-,KG-12
Kingsburg Community Charter Extension School,"1776 Sixth Ave., Kingsburg",54,156,KG-08
Kingsburg High School,"1900 18th Ave., Kingsburg",64,"1,117",09-12
Kingsburg Independent Study High School,"2311 Sierra St., Kingsburg",32,33,09-12
Kingsbury Elementary School,"600 Cajon St., Redlands",61,452,KG-05
Kingsley Elementary School,"5200 W. Virginia Ave., Los Angeles",36,471,KG-05
Kingsley Elementary School,"5625 Kingsley St., Montclair",23,732,KG-06
Kingsley Elementary School,"1170 Washington St., Pomona",8,615,KG-05
Kingston Elementary School,"7473 Kingston Ave., Hesperia",11,646,KG-06
Kingswood K-8 School,"5700 Primrose Dr., Citrus Heights",11,602,KG-08
Kinney High (Continuation) School,"2710 Kilgore Rd., Rancho Cordova",26,136,07-12
Kinoshita Elementary School,"2 Via Positiva, San Juan Capistrano",21,650,KG-05
Kipp Prize Preparatory Academy School,"1250 S. King Rd., San Jose",51,206,05-08
Kirby Dorothy Camp School,"1500 S. McDonnell Ave., Commerce",12,71,07-12
Kirk Elementary School,"2000 E. Belgravia Ave., Fresno",7,322,KG-06
Kirkwood Elementary School,"2049 Kirkwood Rd., Corning",60,98,KG-08
Kit Carson Elementary School,"9895 Seventh Ave., Hanford",20,370,KG-08
Kit Carson Middle School,"5301 N St., Sacramento",22,392,07-11
Kittridge Street Elementary School,"13619 Kittridge St., Los Angeles",26,824,KG-05
Klamath River Elementary School,"30438 Walker Rd., Horse Creek",-,18,KG-08
Kneeland Elementary School,"9313 Kneeland Rd., Kneeland",32,25,KG-08
Knights Ferry Elementary School,"12726 Dent St., Knights Ferry",80,91,KG-08
Knightsen Elementary School,"1923 Delta Rd., Knightsen",52,534,KG-08
Knob Hill Elementary School,"1825 Knob Hill Rd., San Marcos",71,873,KG-05
Knolls Elementary School,"6334 Katherine Rd., Simi Valley",51,281,KG-06
Knollwood Preparatory Academy School,"11822 Gerald Ave., Los Angeles",67,424,KG-05
Knowledge Enlightens You (Key) Academy School,"1570 Ward St, Hayward",23,521,KG-08
Knox Middle School,"1098 S. 49th St., San Diego",8,547,06-08
Kohl Open Elementary School,"4115 N. Crown, Stockton",21,236,KG-08
Kohler Elementary School,"4004 Bruce Way, North Highlands",21,504,KG-08
Kolb Middle School,"2351 N. Spruce St., Rialto",22,960,06-08
Konocti Education Center School,"15850-A Dam Rd. Extention, Clearlake",25,346,04-12
Konocti Pre School,"9430 B Lake St., Lower Lake",-,-,-
Kornblum School,"3620 W. El Segundo Blvd., Hawthorne",20,683,KG-05
Kraemer Middle School,"645 N. Angelina Dr., Placentia",85,957,07-08
Kratt Elementary School,"650 W. Sierra Ave., Fresno",28,556,KG-06
Krystal Of Science Math & Technology School,"17160 Krystal Dr., Hesperia",81,873,KG-06
Kumeyaay Elementary School,"6475 Antigua Blvd., San Diego",87,469,KG-05
Kunst (Tommie) Junior High School,"930 Hidden Pines Way, Santa Maria",41,770,07-08
Kwis Elementary School,"1925 S. Kwis Ave., Hacienda Heights",39,337,KG-05
Kynoch Elementary School,"1905 Ahern St., Marysville",43,669,KG-05
L'Heritage Francais School,"14128 LEFFINGWELL RD, Whittier",-,82,PK-5
L. P. Collins Elementary School,"10300 Blaney Ave., Cupertino",99,719,KG-05
L. R. Green Elementary School,"3115 Las Palmas Ave., Escondido",70,708,KG-05
L.A. County High For The Arts School,"5151 State Univ Dr., Los Angeles",82,604,09-12
La Canada Preparatory School,"4490 CORNISHON AVE STE 1, La Canada Flintridge",-,343,KG-8
La Cheim School,"55 E 18TH ST, Antioch",-,9,7-11
"La Cheim , Inc. School","4892 SAN PABLO DAM RD, El Sobrante",-,12,6-12
La Costa Valley Pre & Kindergarten School,"2276 CALLE BARCELONA, Carlsbad",-,77,PK-KG
La Crescenta Montessori School,"3811 FOOTHILL BLVD, La Crescenta-Montrose",-,45,PK-2
La Jolla Country Day School,"9490 GENESEE AVE, San Diego",-,"1,118",PK-12
La Palma Christian School,"8082 WALKER ST, La Palma",-,146,PK-12
La Petite Academy School,"4179 AVENIDA DE LA PLATA, Oceanside",-,94,PK-KG
La Petite Academy School,"3891 LAKESIDE DR, Richmond",-,35,PK-KG
La Petite Ecole / English French Learning Academy School,"3219 CLAIREMONT MESA BLVD, San Diego",-,190,PK-6
La Petite Montessori School,"1450 TARTAN TRAIL RD, Hillsborough",-,15,PK-KG
La Purisima Concepcion School,"219 W OLIVE AVE, Lompoc",-,134,PK-8
La Purisima School,"11712 HEWES ST, Orange",-,202,PK-8
La Quinta Christian Fellowship School,"50-800 CALLE PALOMA, La Quinta",-,21,PK-7
La Reina High School,"106 W JANSS RD, Thousand Oaks",-,569,6-12
La Salle High School,"3880 E SIERRA MADRE BLVD, Pasadena",-,651,9-12
La Sierra Academy School,"4900 GOLDEN AVE, Riverside",-,558,KG-12
La's Promise Charter Middle #1 School,"1755 W. 52nd St., Los Angeles",-,-,06-08
Lad N Lassie Pre School,"12620 BROADWAY, Whittier",-,101,PK-KG
Ladera Heights Prep Development Center School,"6901 KNOWLTON PL, Los Angeles",-,9,PK-KG
Laguna Blanca School,"4125 PALOMA DR, Santa Barbara",-,350,PK-12
Laguna Niguel Junior Academy School,"29702 KENSINGTON DR, Laguna Niguel",-,63,KG-10
Laguna Niguel Montessori Center School,"28083 MOULTON PKWY, Laguna Niguel",-,197,PK-1
Lake Almanor Christian School,"2610 STATE ROUTE A13, LAKE ALMANOR",-,16,KG-8
Lake Arrowhead Christian School,"29409 STATE HIGHWAY 189, TWIN PEAKS",-,157,KG-12
Lake Avenue Church School,"393 N LAKE AVE, Pasadena",-,171,PK-KG
Lake Forest Montessori School,"25435 TRABUCO RD STE 5, Lake Forest",-,61,PK-1
Lakewood Christian School,"5336 ARBOR ROAD, Long Beach",-,474,PK-8
Lancaster Baptist School,"4020 E LANCASTER BLVD, Lancaster",-,400,KG-12
Lancaster Montessori School,"10TH ST WEST, Lancaster",-,15,PK-KG
Land Park Campus School,"2751 WILMINGTON AVE, Sacramento",-,88,PK-12
Lasd Pre School,"201 Covington Rd., Los Altos",-,-,PK
Laurel Hall School,"11919 OXNARD ST, Los Angeles",-,437,KG-8
Laurence School,"13639 VICTORY BLVD, Los Angeles",-,345,KG-6
Le Lycee Francais De Los Angeles School,"3261 OVERLAND AVE, Los Angeles",-,816,PK-12
Lea's Christian School,"26236 ADRIAN AVE, Hayward",-,99,PK-4
Lead Elementary School,"949 Ocean View Ave., San Mateo",38,493,KG-05
Learning Academy School,"11646 RIVERSIDE DR, Lakeside",-,55,PK-8
Learning Adventures Pre Kindergarten School,"43137 VENTURE ST, Lancaster",-,37,PK-KG
Learning Castle School,"4490 CORNISHON AVE # 1, La Canada Flintridge",-,344,PK-8
Learning Spot Child Develpoment Center School,"12388 GARDEN GROVE BLVD, Garden Grove",-,32,PK-KG
Leeway School,"9 N ALMANSOR ST, Alhambra",-,100,4-12
Legacy Christian Academy School,"5500 OLIVE DR, Bakersfield",-,135,KG-9
Legacy Christian Academy School,"27680 DICKASON DR, Santa Clarita",-,420,KG-8
Legacy Christian School,"420 ALLEGAN CIR, San Jose",-,187,PK-8
Leport Montessori School,"2342 PACIFIC COAST HWY, Lomita",-,50,PK-KG
Leport - Carlsbad Village School,"3016 HIGHLAND DR, Carlsbad",-,32,PK-3
Leport School,"1 TECHNALAGEY DR, Irvine",-,182,PK-8
Leport - Huntington Beach School,"16081 WAIKIKI LN, Huntington Beach",-,149,PK-3
Leport - Irvin Spectrum Campus School,"1 TECHNOLOGY DR BLDG A, Irvine",-,146,KG-8
Levon & Hasmig Tavlian Armenian Pre & Kdgn School,"1317 SINALOA AVE, Pasadena",-,39,PK-KG
Liberty Baptist School,"2790 S KING RD, San Jose",-,103,PK-12
Liberty Christian Academy School,"9999 LINDEN AVENUE, Bloomington",-,21,1-12
Liberty Christian School,"7661 WARNER AVE, Huntington Beach",-,197,PK-12
Liberty Christian School,"3782 CHURN CREEK RD, Redding",-,169,PK-12
Lick-Wilmerding High School,"755 OCEAN AVE, San Francisco",-,490,9-12
Life Academy School,"2101 35th Ave., Oakland",21,473,06-12
Life Training Academy School,"11451 N WEST LN, Lodi",-,93,PK-12
Lifetime Montessori School,"14727 CAMINO DE LA LUNA, San Diego",-,110,PK-3
Lighthouse School,"6201 S ST T08, Sacramento",-,75,PK-KG
Lighthouse Baptist School,"118 NEAL ST, Pleasanton",-,23,KG-11
Lighthouse Christian Academy School,"1345 SKYLINE DR, Lemon Grove",-,106,KG-12
Lighthouse Christian Academy School,"1424 YALE ST, Santa Monica",-,53,9-12
Lily's Garden Pre School,"616 S CHAPEL AVE, Alhambra",-,171,PK-KG
Linda Vista Adventist Elementary School,"5050 PERRY WAY, Oxnard",-,64,1-8
Lions N Lambs Pre/Kindergarten School,"815 W LATHROP RD, Manteca",-,218,PK-KG
Lisa Kampner Hebrew Academy School,"645 14TH AVE, San Francisco",-,37,2-12
Little Acorn Montessori Academy School,"1957 W HUNTINGTON DR, Alhambra",-,90,PK-KG
Little Acorns Grow School,"19000 SATICOY ST, Los Angeles",-,44,PK-1
Little Angels Academy Burbank School,"721 S SAN FERNANDO BLVD, Burbank",-,136,PK-2
Little Blossom Montessori School,"2075 ARENA BLVD, Sacramento",-,125,PK-KG
Little Flower Educational Child Care School,"2434 GATES ST, Los Angeles",-,83,PK-KG
Little Friends Montessori School,"1101 F ST, Davis",-,32,PK-KG
Little Genius Montessori School,"2032 HILLCREST AVE, Antioch",-,23,PK-KG
Little Genuis Academy School,"2131 OLYMPIC BLVD, Walnut Creek",-,69,PK-KG
Little Red House School,"4601 CALIFORNIA AVE, Bakersfield",-,129,PK-1
Little Ars Montessor School,"18706 HATTERAS ST, Los Angeles",-,36,PK-KG
Little Sonshine House School,"16970 DE WITT AVE, Morgan Hill",-,65,PK-KG
Live Oak School,"1555 MARIPOSA ST, San Francisco",-,311,KG-8
Live Oak School,"10776 FREMONT ST, Yucaipa",-,20,4-12
Live Oak Waldorf School,"410 CROTHER RD, Meadow Vista",-,182,PK-8
Living Wisdom Of Palo Alto School,"456 COLLEGE AVE, Palo Alto",-,65,PK-8
Lodi Academy School,"1230 S CENTRAL AVE, Lodi",-,77,9-12
Lodi Christian School,"751 S. LOWER SAC, Lodi",-,293,PK-8
Lodi Sda Elementary School,"1240 S CENTRAL AVE, Lodi",-,183,KG-8
Loma Linda Academy School,"10656 ANDERSON ST, Loma Linda",-,"1,478",PK-12
Longview Mennonite School,"12725 LONGVIEW AVE, Livingston",-,69,KG-10
Los Altos Christian School,"625 MAGDALENA AVE, Los Altos Hills",-,174,KG-8
Los Altos Grace Brethren School,"6565 E STEARNS ST, Long Beach",-,228,PK-6
Los Angeles Cheder / Bais Tzivia School,"801 N LA BREA AVE, Los Angeles",-,365,PK-8
Los Angeles Christian Academy School,"2911 W TEMPLE ST, Los Angeles",-,13,1-8
Los Angeles Christian School,"1620 W 20TH ST, Los Angeles",-,96,KG-8
Los Angeles Computer Science Academy School,"1446 W FLORENCE AVE, Los Angeles",-,57,1-12
Los Angeles Hebrew High School,"5900 SEPULVEDA BLVD STE 560, Los Angeles",-,114,7-12
Los Banos Adventist School,"404 OVERLAND RD, Los Banos",-,24,1-8
Los Encinos School,"17100 VENTURA BLVD, Los Angeles",-,167,KG-6
Los Gatos Christian School,"16845 HICKS RD, Los Gatos",-,353,KG-8
Lotus Child Montessori School,"4305 BANNISTER RD, Fair Oaks",-,53,PK-KG
Louisville High School,"22300 MULHOLLAND DR, Los Angeles",-,338,9-12
Love & Care Christian Pre School,"10313 LOWER AZUSA RD, Temple City",-,50,PK-KG
Love 2 Learn Pre & Kindergarten School,"1200 W 17TH ST, Santa Ana",-,77,PK-KG
